case_id,track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
5,6,40,4000,others,281.071,214.779,35.858,-3.305,6.192,7.145,2.162
5,7,40,4000,others,332.406,203.782,25.677,-3.642,6.144,4.857,1.978
5,8,40,4000,others,187.746,215.296,24.656,-0.428,6.266,13.227,2.687
5,9,40,4000,others,190.334,223.239,36.629,-0.688,6.265,4.908,2.01
5,1,41,4100,others,429.945,190.91,33.608,-7.499,6.064,4.042,1.594
5,2,41,4100,others,457.005,188.617,36.115,-8.967,6.039,4.626,1.89
5,3,41,4100,others,347.928,202.227,25.728,-3.939,6.131,4.528,1.946
5,4,41,4100,others,461.241,183.065,34.493,-8.676,6.037,4.648,1.804
5,5,41,4100,agent,479.312,174.794,30.903,-8.225,6.023,5.024,2.258
5,6,41,4100,others,283.939,214.514,35.851,-3.392,6.19,7.145,2.162
5,7,41,4100,others,334.46,203.494,25.68,-3.693,6.142,4.857,1.978
5,8,41,4100,others,189.719,215.261,24.65,-0.469,6.264,13.227,2.687
5,9,41,4100,others,193.264,223.181,36.628,-0.776,6.262,4.908,2.01
5,1,42,4200,others,432.634,190.308,33.615,-7.578,6.062,4.042,1.594
5,2,42,4200,others,459.894,187.894,36.103,-9.061,6.037,4.626,1.89
5,3,42,4200,others,349.986,201.908,25.723,-3.982,6.129,4.528,1.946
5,4,42,4200,others,464.001,182.367,34.512,-8.76,6.034,4.648,1.804
5,5,42,4200,agent,481.783,174.133,30.881,-8.283,6.021,5.024,2.258
5,6,42,4200,others,286.807,214.242,35.844,-3.479,6.187,7.145,2.162
5,7,42,4200,others,336.514,203.202,25.685,-3.745,6.14,4.857,1.978
5,8,42,4200,others,191.692,215.221,24.644,-0.511,6.262,13.227,2.687
5,9,42,4200,others,196.194,223.116,36.628,-0.865,6.26,4.908,2.01
5,1,43,4300,others,435.325,189.7,33.622,-7.658,6.06,4.042,1.594
5,2,43,4300,others,462.783,187.164,36.09,-9.154,6.034,4.626,1.89
5,3,43,4300,others,352.044,201.586,25.718,-4.025,6.127,4.528,1.946
5,4,43,4300,others,466.764,181.662,34.53,-8.844,6.032,4.648,1.804
5,5,43,4300,agent,484.252,173.467,30.859,-8.341,6.019,5.024,2.258
5,6,43,4300,others,289.674,213.962,35.837,-3.566,6.185,7.145,2.162
5,7,43,4300,others,338.569,202.905,25.69,-3.798,6.138,4.857,1.978
5,8,43,4300,others,193.664,215.178,24.637,-0.552,6.261,13.227,2.687
5,9,43,4300,others,199.124,223.044,36.627,-0.954,6.257,4.908,2.01
5,1,44,4400,others,438.017,189.085,33.628,-7.737,6.057,4.042,1.594
5,2,44,4400,others,465.67,186.426,36.077,-9.248,6.032,4.626,1.89
5,3,44,4400,others,354.101,201.261,25.714,-4.068,6.126,4.528,1.946
5,4,44,4400,others,469.528,180.95,34.547,-8.928,6.03,4.648,1.804
5,5,44,4400,agent,486.719,172.796,30.838,-8.399,6.017,5.024,2.258
5,6,44,4400,others,292.541,213.675,35.829,-3.653,6.182,7.145,2.162
5,7,44,4400,others,340.624,202.604,25.695,-3.851,6.137,4.857,1.978
5,8,44,4400,others,195.636,215.131,24.629,-0.593,6.259,13.227,2.687
5,9,44,4400,others,202.054,222.965,36.627,-1.043,6.255,4.908,2.01
5,1,45,4500,others,440.708,188.463,33.633,-7.817,6.055,4.042,1.594
5,2,45,4500,others,468.556,185.681,36.063,-9.341,6.029,4.626,1.89
5,3,45,4500,others,356.158,200.934,25.709,-4.111,6.124,4.528,1.946
5,4,45,4500,others,472.293,180.232,34.563,-9.012,6.028,4.648,1.804
5,5,45,4500,agent,489.184,172.121,30.817,-8.457,6.015,5.024,2.258
5,6,45,4500,others,295.407,213.381,35.821,-3.741,6.18,7.145,2.162
5,7,45,4500,others,342.679,202.298,25.702,-3.904,6.135,4.857,1.978
5,8,45,4500,others,197.607,215.081,24.62,-0.634,6.257,13.227,2.687
5,9,45,4500,others,204.984,222.879,36.627,-1.132,6.253,4.908,2.01
5,1,46,4600,others,443.399,187.835,33.638,-7.896,6.053,4.042,1.594
5,2,46,4600,others,471.441,184.929,36.048,-9.434,6.027,4.626,1.89
5,3,46,4600,others,358.215,200.602,25.704,-4.154,6.123,4.528,1.946
5,4,46,4600,others,475.059,179.507,34.58,-9.096,6.026,4.648,1.804
5,5,46,4600,agent,491.648,171.441,30.797,-8.515,6.013,5.024,2.258
5,6,46,4600,others,298.272,213.079,35.813,-3.829,6.177,7.145,2.162
5,7,46,4600,others,344.736,201.987,25.708,-3.958,6.133,4.857,1.978
5,8,46,4600,others,199.577,215.027,24.61,-0.675,6.256,13.227,2.687
5,9,46,4600,others,207.914,222.786,36.626,-1.221,6.25,4.908,2.01
5,1,47,4700,others,446.091,187.2,33.642,-7.976,6.051,4.042,1.594
5,2,47,4700,others,474.325,184.168,36.033,-9.527,6.024,4.626,1.89
5,3,47,4700,others,360.271,200.267,25.7,-4.196,6.121,4.528,1.946
5,4,47,4700,others,477.826,178.775,34.595,-9.18,6.024,4.648,1.804
5,5,47,4700,agent,494.11,170.757,30.777,-8.573,6.011,5.024,2.258
5,6,47,4700,others,301.137,212.771,35.805,-3.916,6.175,7.145,2.162
5,7,47,4700,others,346.792,201.673,25.716,-4.012,6.131,4.857,1.978
5,8,47,4700,others,201.546,214.97,24.6,-0.716,6.254,13.227,2.687
5,9,47,4700,others,210.843,222.687,36.626,-1.31,6.248,4.908,2.01
5,1,48,4800,others,448.783,186.559,33.646,-8.055,6.048,4.042,1.594
5,2,48,4800,others,477.206,183.401,36.018,-9.62,6.022,4.626,1.89
5,3,48,4800,others,362.327,199.929,25.694,-4.239,6.119,4.528,1.946
5,4,48,4800,others,480.594,178.036,34.611,-9.264,6.021,4.648,1.804
5,5,48,4800,agent,496.57,170.068,30.758,-8.63,6.009,5.024,2.258
5,6,48,4800,others,304.002,212.455,35.796,-4.004,6.172,7.145,2.162
5,7,48,4800,others,348.85,201.355,25.723,-4.066,6.129,4.857,1.978
5,8,48,4800,others,203.513,214.909,24.59,-0.757,6.252,13.227,2.687
5,9,48,4800,others,213.773,222.58,36.627,-1.4,6.246,4.908,2.01
5,1,49,4900,others,451.475,185.912,33.65,-8.135,6.046,4.042,1.594
5,2,49,4900,others,480.086,182.626,36.004,-9.713,6.019,4.626,1.89
5,3,49,4900,others,364.383,199.589,25.689,-4.281,6.118,4.528,1.946
5,4,49,4900,others,483.364,177.291,34.627,-9.347,6.019,4.648,1.804
5,5,49,4900,agent,499.03,169.374,30.739,-8.688,6.007,5.024,2.258
5,6,49,4900,others,306.866,212.133,35.787,-4.092,6.17,7.145,2.162
5,7,49,4900,others,350.908,201.032,25.731,-4.121,6.127,4.857,1.978
5,8,49,4900,others,205.481,214.846,24.581,-0.797,6.251,13.227,2.687
5,9,49,4900,others,216.702,222.467,36.628,-1.489,6.243,4.908,2.01
5,1,50,5000,others,454.167,185.258,33.653,-8.214,6.044,4.042,1.594
5,2,50,5000,others,482.966,181.844,35.99,-9.806,6.017,4.626,1.89
5,3,50,5000,others,366.438,199.245,25.683,-4.324,6.116,4.528,1.946
5,4,50,5000,others,486.135,176.539,34.642,-9.431,6.017,4.648,1.804
5,5,50,5000,agent,501.488,168.676,30.72,-8.746,6.006,5.024,2.258
5,6,50,5000,others,309.729,211.803,35.777,-4.18,6.167,7.145,2.162
5,7,50,5000,others,352.967,200.704,25.74,-4.177,6.125,4.857,1.978
5,8,50,5000,others,207.447,214.779,24.571,-0.838,6.249,13.227,2.687
5,9,50,5000,others,219.631,222.347,36.63,-1.579,6.241,4.908,2.01
10,1,1,100,others,469.778,176.479,24.107,-6.317,6.026,13.227,2.687
10,2,1,100,agent,374.617,197.588,30.562,-5.351,6.11,4.252,1.696
10,3,1,100,others,482.345,181.65,43.095,-11.608,6.019,5.662,2.112
10,4,1,100,others,378.55,201.226,33.576,-5.903,6.109,5.253,2.244
10,5,1,100,others,338.335,207.778,31.948,-4.634,6.138,4.673,2.01
10,6,1,100,others,286.815,209.684,25.227,-2.546,6.183,16.718,2.687
10,7,1,100,others,257.136,211.61,26.923,-1.839,6.215,4.539,1.882
10,1,2,200,others,471.708,175.973,24.103,-6.358,6.025,13.227,2.687
10,2,2,200,agent,377.06,197.158,30.561,-5.411,6.108,4.252,1.696
10,3,2,200,others,485.791,180.714,43.077,-11.736,6.017,5.662,2.112
10,4,2,200,others,381.235,200.752,33.558,-5.982,6.107,5.253,2.244
10,5,2,200,others,340.89,207.402,31.937,-4.705,6.136,4.673,2.01
10,6,2,200,others,288.833,209.478,25.223,-2.59,6.181,16.718,2.687
10,7,2,200,others,259.286,211.462,26.883,-1.884,6.213,4.539,1.882
10,1,3,300,others,473.638,175.462,24.099,-6.399,6.023,13.227,2.687
10,2,3,300,agent,379.502,196.724,30.56,-5.471,6.106,4.252,1.696
10,3,3,300,others,489.235,179.767,43.058,-11.865,6.014,5.662,2.112
10,4,3,300,others,383.919,200.27,33.54,-6.061,6.104,5.253,2.244
10,5,3,300,others,343.444,207.02,31.926,-4.776,6.133,4.673,2.01
10,6,3,300,others,290.85,209.269,25.22,-2.634,6.179,16.718,2.687
10,7,3,300,others,261.434,211.31,26.844,-1.93,6.212,4.539,1.882
10,1,4,400,others,475.567,174.948,24.094,-6.439,6.022,13.227,2.687
10,2,4,400,agent,381.946,196.286,30.56,-5.531,6.105,4.252,1.696
10,3,4,400,others,492.678,178.81,43.04,-11.993,6.011,5.662,2.112
10,4,4,400,others,386.602,199.783,33.523,-6.14,6.102,5.253,2.244
10,5,4,400,others,345.998,206.631,31.915,-4.846,6.131,4.673,2.01
10,6,4,400,others,292.867,209.057,25.217,-2.678,6.177,16.718,2.687
10,7,4,400,others,263.579,211.154,26.807,-1.975,6.21,4.539,1.882
10,1,5,500,others,477.495,174.43,24.088,-6.48,6.02,13.227,2.687
10,2,5,500,agent,384.391,195.843,30.56,-5.592,6.103,4.252,1.696
10,3,5,500,others,496.12,177.844,43.023,-12.122,6.008,5.662,2.112
10,4,5,500,others,389.283,199.289,33.504,-6.219,6.1,5.253,2.244
10,5,5,500,others,348.55,206.237,31.904,-4.916,6.129,4.673,2.01
10,6,5,500,others,294.884,208.841,25.214,-2.722,6.176,16.718,2.687
10,7,5,500,others,265.721,210.993,26.771,-2.021,6.208,4.539,1.882
10,1,6,600,others,479.422,173.911,24.082,-6.52,6.018,13.227,2.687
10,2,6,600,agent,386.837,195.395,30.559,-5.653,6.101,4.252,1.696
10,3,6,600,others,499.559,176.868,43.007,-12.25,6.005,5.662,2.112
10,4,6,600,others,391.963,198.788,33.486,-6.298,6.097,5.253,2.244
10,5,6,600,others,351.101,205.838,31.894,-4.986,6.127,4.673,2.01
10,6,6,600,others,296.901,208.622,25.21,-2.766,6.174,16.718,2.687
10,7,6,600,others,267.861,210.829,26.736,-2.066,6.206,4.539,1.882
10,1,7,700,others,481.348,173.388,24.076,-6.561,6.017,13.227,2.687
10,2,7,700,agent,389.284,194.943,30.556,-5.714,6.099,4.252,1.696
10,3,7,700,others,502.998,175.882,42.992,-12.378,6.002,5.662,2.112
10,4,7,700,others,394.641,198.282,33.467,-6.377,6.095,5.253,2.244
10,5,7,700,others,353.651,205.433,31.884,-5.055,6.125,4.673,2.01
10,6,7,700,others,298.917,208.398,25.207,-2.81,6.172,16.718,2.687
10,7,7,700,others,269.997,210.663,26.701,-2.112,6.204,4.539,1.882
10,1,8,800,others,483.273,172.862,24.07,-6.602,6.015,13.227,2.687
10,2,8,800,agent,391.731,194.486,30.552,-5.775,6.097,4.252,1.696
10,4,8,800,others,397.317,197.769,33.449,-6.456,6.092,5.253,2.244
10,5,8,800,others,356.202,205.022,31.874,-5.124,6.123,4.673,2.01
10,6,8,800,others,300.933,208.17,25.203,-2.854,6.17,16.718,2.687
10,7,8,800,others,272.131,210.493,26.668,-2.157,6.203,4.539,1.882
10,1,9,900,others,485.198,172.332,24.064,-6.642,6.013,13.227,2.687
10,2,9,900,agent,394.177,194.025,30.545,-5.837,6.096,4.252,1.696
10,4,9,900,others,399.992,197.249,33.431,-6.535,6.09,5.253,2.244
10,5,9,900,others,358.753,204.607,31.864,-5.193,6.121,4.673,2.01
10,6,9,900,others,302.947,207.938,25.201,-2.897,6.169,16.718,2.687
10,7,9,900,others,274.263,210.32,26.636,-2.203,6.201,4.539,1.882
10,1,10,1000,others,487.123,171.8,24.058,-6.683,6.012,13.227,2.687
10,2,10,1000,agent,396.623,193.559,30.536,-5.899,6.094,4.252,1.696
10,4,10,1000,others,402.665,196.723,33.413,-6.614,6.088,5.253,2.244
10,5,10,1000,others,361.302,204.186,31.853,-5.262,6.118,4.673,2.01
10,6,10,1000,others,304.961,207.702,25.199,-2.941,6.167,16.718,2.687
10,7,10,1000,others,276.392,210.143,26.605,-2.249,6.199,4.539,1.882
10,1,11,1100,others,489.047,171.264,24.053,-6.724,6.01,13.227,2.687
10,2,11,1100,agent,399.068,193.088,30.525,-5.961,6.092,4.252,1.696
10,4,11,1100,others,405.336,196.19,33.397,-6.693,6.085,5.253,2.244
10,5,11,1100,others,363.849,203.759,31.842,-5.33,6.116,4.673,2.01
10,6,11,1100,others,306.977,207.462,25.197,-2.984,6.165,16.718,2.687
10,7,11,1100,others,278.519,209.962,26.574,-2.296,6.197,4.539,1.882
10,1,12,1200,others,490.971,170.725,24.047,-6.764,6.008,13.227,2.687
10,2,12,1200,agent,401.512,192.612,30.512,-6.023,6.089,4.252,1.696
10,4,12,1200,others,408.005,195.651,33.381,-6.772,6.083,5.253,2.244
10,5,12,1200,others,366.395,203.327,31.832,-5.398,6.114,4.673,2.01
10,6,12,1200,others,308.992,207.219,25.196,-3.027,6.164,16.718,2.687
10,7,12,1200,others,280.643,209.777,26.544,-2.342,6.195,4.539,1.882
10,1,13,1300,others,492.895,170.182,24.042,-6.805,6.007,13.227,2.687
10,2,13,1300,agent,403.953,192.131,30.499,-6.086,6.087,4.252,1.696
10,4,13,1300,others,410.673,195.105,33.367,-6.851,6.08,5.253,2.244
10,5,13,1300,others,368.941,202.89,31.822,-5.466,6.112,4.673,2.01
10,6,13,1300,others,311.008,206.972,25.194,-3.07,6.162,16.718,2.687
10,7,13,1300,others,282.765,209.587,26.514,-2.388,6.194,4.539,1.882
10,1,14,1400,others,494.818,169.637,24.037,-6.846,6.005,13.227,2.687
10,2,14,1400,agent,406.393,191.645,30.484,-6.149,6.085,4.252,1.696
10,4,14,1400,others,413.339,194.553,33.354,-6.931,6.078,5.253,2.244
10,5,14,1400,others,371.487,202.448,31.812,-5.534,6.11,4.673,2.01
10,6,14,1400,others,313.023,206.722,25.191,-3.112,6.16,16.718,2.687
10,7,14,1400,others,284.885,209.395,26.485,-2.435,6.192,4.539,1.882
10,1,15,1500,others,496.74,169.088,24.032,-6.887,6.003,13.227,2.687
10,2,15,1500,agent,408.83,191.154,30.47,-6.212,6.083,4.252,1.696
10,4,15,1500,others,416.007,193.995,33.342,-7.01,6.076,5.253,2.244
10,5,15,1500,others,374.032,202.001,31.802,-5.601,6.108,4.673,2.01
10,6,15,1500,others,315.039,206.469,25.188,-3.154,6.159,16.718,2.687
10,7,15,1500,others,287.003,209.199,26.457,-2.482,6.19,4.539,1.882
10,1,16,1600,others,498.662,168.536,24.027,-6.928,6.002,13.227,2.687
10,2,16,1600,agent,411.265,190.657,30.457,-6.276,6.081,4.252,1.696
10,4,16,1600,others,418.673,193.43,33.331,-7.089,6.073,5.253,2.244
10,5,16,1600,others,376.575,201.549,31.791,-5.669,6.106,4.673,2.01
10,6,16,1600,others,317.055,206.212,25.184,-3.196,6.157,16.718,2.687
10,7,16,1600,others,289.119,209,26.428,-2.529,6.188,4.539,1.882
10,1,17,1700,others,500.584,167.98,24.022,-6.969,6,13.227,2.687
10,2,17,1700,agent,413.699,190.155,30.445,-6.34,6.079,4.252,1.696
10,4,17,1700,others,421.338,192.859,33.32,-7.168,6.071,5.253,2.244
10,5,17,1700,others,379.117,201.092,31.781,-5.736,6.104,4.673,2.01
10,6,17,1700,others,319.07,205.952,25.179,-3.237,6.155,16.718,2.687
10,7,17,1700,others,291.232,208.797,26.399,-2.576,6.186,4.539,1.882
10,2,18,1800,agent,416.132,189.647,30.434,-6.404,6.077,4.252,1.696
10,4,18,1800,others,424.002,192.281,33.31,-7.247,6.068,5.253,2.244
10,5,18,1800,others,381.658,200.631,31.773,-5.803,6.102,4.673,2.01
10,6,18,1800,others,321.085,205.687,25.173,-3.279,6.154,16.718,2.687
10,7,18,1800,others,293.343,208.59,26.371,-2.623,6.184,4.539,1.882
10,8,18,1800,others,104.967,214.015,23.84,1.031,0.041,16.882,2.687
10,2,19,1900,agent,418.566,189.134,30.423,-6.468,6.074,4.252,1.696
10,4,19,1900,others,426.664,191.696,33.301,-7.326,6.066,5.253,2.244
10,5,19,1900,others,384.198,200.164,31.765,-5.871,6.1,4.673,2.01
10,6,19,1900,others,323.099,205.419,25.165,-3.319,6.152,16.718,2.687
10,7,19,1900,others,295.451,208.379,26.343,-2.67,6.182,4.539,1.882
10,8,19,1900,others,106.872,214.095,23.854,0.996,0.04,16.882,2.687
10,2,20,2000,agent,421,188.615,30.412,-6.532,6.072,4.252,1.696
10,4,20,2000,others,429.326,191.105,33.294,-7.405,6.064,5.253,2.244
10,5,20,2000,others,386.738,199.692,31.757,-5.938,6.098,4.673,2.01
10,6,20,2000,others,325.113,205.148,25.157,-3.36,6.15,16.718,2.687
10,7,20,2000,others,297.557,208.164,26.315,-2.718,6.18,4.539,1.882
10,8,20,2000,others,108.778,214.173,23.87,0.961,0.039,16.882,2.687
10,2,21,2100,agent,423.433,188.091,30.4,-6.597,6.07,4.252,1.696
10,4,21,2100,others,431.988,190.508,33.287,-7.483,6.061,5.253,2.244
10,5,21,2100,others,389.279,199.214,31.75,-6.005,6.096,4.673,2.01
10,6,21,2100,others,327.126,204.873,25.148,-3.4,6.149,16.718,2.687
10,7,21,2100,others,299.661,207.944,26.289,-2.765,6.178,4.539,1.882
10,8,21,2100,others,110.687,214.248,23.886,0.926,0.037,16.882,2.687
10,2,22,2200,agent,425.865,187.561,30.387,-6.661,6.068,4.252,1.696
10,4,22,2200,others,434.651,189.905,33.28,-7.562,6.059,5.253,2.244
10,5,22,2200,others,391.819,198.731,31.742,-6.072,6.094,4.673,2.01
10,6,22,2200,others,329.139,204.595,25.138,-3.439,6.147,16.718,2.687
10,7,22,2200,others,301.764,207.72,26.262,-2.813,6.176,4.539,1.882
10,8,22,2200,others,112.598,214.32,23.903,0.891,0.036,16.882,2.687
10,2,23,2300,agent,428.296,187.025,30.374,-6.726,6.065,4.252,1.696
10,4,23,2300,others,437.312,189.295,33.273,-7.64,6.057,5.253,2.244
10,5,23,2300,others,394.358,198.243,31.733,-6.14,6.092,4.673,2.01
10,6,23,2300,others,331.151,204.315,25.127,-3.479,6.146,16.718,2.687
10,7,23,2300,others,303.864,207.492,26.235,-2.861,6.174,4.539,1.882
10,8,23,2300,others,114.512,214.388,23.919,0.856,0.035,16.882,2.687
10,9,23,2300,others,96.27,217.991,32.589,1.987,0.061,4.637,1.891
10,2,24,2400,agent,430.726,186.485,30.361,-6.791,6.063,4.252,1.696
10,4,24,2400,others,439.973,188.679,33.267,-7.719,6.055,5.253,2.244
10,5,24,2400,others,396.896,197.75,31.725,-6.207,6.09,4.673,2.01
10,6,24,2400,others,333.163,204.032,25.114,-3.517,6.144,16.718,2.687
10,7,24,2400,others,305.962,207.26,26.207,-2.908,6.172,4.539,1.882
10,8,24,2400,others,116.427,214.453,23.935,0.821,0.033,16.882,2.687
10,9,24,2400,others,98.874,218.148,32.61,1.91,0.059,4.637,1.891
10,2,25,2500,agent,433.154,185.939,30.347,-6.855,6.061,4.252,1.696
10,4,25,2500,others,442.633,188.056,33.261,-7.797,6.052,5.253,2.244
10,5,25,2500,others,399.434,197.251,31.717,-6.274,6.088,4.673,2.01
10,6,25,2500,others,335.173,203.746,25.1,-3.556,6.142,16.718,2.687
10,7,25,2500,others,308.057,207.024,26.18,-2.956,6.17,4.539,1.882
10,8,25,2500,others,118.343,214.516,23.949,0.787,0.032,16.882,2.687
10,9,25,2500,others,101.48,218.298,32.634,1.833,0.056,4.637,1.891
10,2,26,2600,agent,435.58,185.388,30.333,-6.92,6.059,4.252,1.696
10,4,26,2600,others,445.294,187.428,33.255,-7.875,6.05,5.253,2.244
10,5,26,2600,others,401.971,196.748,31.71,-6.342,6.086,4.673,2.01
10,6,26,2600,others,337.18,203.458,25.085,-3.594,6.141,16.718,2.687
10,7,26,2600,others,310.151,206.784,26.153,-3.003,6.168,4.539,1.882
10,8,26,2600,others,120.259,214.575,23.963,0.753,0.031,16.882,2.687
10,9,26,2600,others,104.091,218.442,32.659,1.756,0.054,4.637,1.891
10,2,27,2700,agent,438.006,184.832,30.32,-6.985,6.057,4.252,1.696
10,4,27,2700,others,447.953,186.794,33.248,-7.953,6.048,5.253,2.244
10,5,27,2700,others,404.508,196.239,31.701,-6.409,6.084,4.673,2.01
10,6,27,2700,others,339.187,203.166,25.07,-3.632,6.139,16.718,2.687
10,7,27,2700,others,312.242,206.539,26.127,-3.051,6.166,4.539,1.882
10,8,27,2700,others,122.177,214.632,23.977,0.718,0.029,16.882,2.687
10,9,27,2700,others,106.703,218.58,32.684,1.679,0.051,4.637,1.891
10,2,28,2800,agent,440.43,184.27,30.307,-7.049,6.054,4.252,1.696
10,4,28,2800,others,450.614,186.153,33.241,-8.031,6.046,5.253,2.244
10,5,28,2800,others,407.045,195.724,31.692,-6.477,6.082,4.673,2.01
10,6,28,2800,others,341.191,202.87,25.055,-3.67,6.138,16.718,2.687
10,7,28,2800,others,314.331,206.291,26.1,-3.098,6.165,4.539,1.882
10,8,28,2800,others,124.096,214.686,23.991,0.684,0.028,16.882,2.687
10,9,28,2800,others,109.319,218.712,32.71,1.602,0.049,4.637,1.891
10,2,29,2900,agent,442.853,183.703,30.294,-7.114,6.052,4.252,1.696
10,4,29,2900,others,453.274,185.507,33.233,-8.109,6.043,5.253,2.244
10,5,29,2900,others,409.581,195.205,31.682,-6.544,6.08,4.673,2.01
10,6,29,2900,others,343.195,202.572,25.04,-3.708,6.136,16.718,2.687
10,7,29,2900,others,316.418,206.038,26.073,-3.145,6.163,4.539,1.882
10,8,29,2900,others,126.016,214.738,24.004,0.651,0.027,16.882,2.687
10,9,29,2900,others,111.936,218.838,32.735,1.525,0.047,4.637,1.891
10,2,30,3000,agent,445.276,183.13,30.281,-7.179,6.05,4.252,1.696
10,4,30,3000,others,455.934,184.853,33.223,-8.186,6.041,5.253,2.244
10,5,30,3000,others,412.115,194.68,31.672,-6.612,6.078,4.673,2.01
10,6,30,3000,others,345.196,202.272,25.026,-3.745,6.135,16.718,2.687
10,7,30,3000,others,318.502,205.783,26.047,-3.192,6.161,4.539,1.882
10,8,30,3000,others,127.937,214.786,24.016,0.617,0.025,16.882,2.687
10,9,30,3000,others,114.557,218.957,32.76,1.448,0.044,4.637,1.891
10,2,31,3100,agent,447.699,182.552,30.267,-7.243,6.048,4.252,1.696
10,4,31,3100,others,458.593,184.194,33.212,-8.264,6.039,5.253,2.244
10,5,31,3100,others,414.648,194.149,31.662,-6.679,6.076,4.673,2.01
10,6,31,3100,others,347.197,201.97,25.012,-3.783,6.133,16.718,2.687
10,7,31,3100,others,320.585,205.524,26.02,-3.239,6.159,4.539,1.882
10,8,31,3100,others,129.86,214.832,24.027,0.583,0.024,16.882,2.687
10,9,31,3100,others,117.18,219.07,32.783,1.371,0.042,4.637,1.891
10,2,32,3200,agent,450.121,181.969,30.252,-7.308,6.046,4.252,1.696
10,4,32,3200,others,461.251,183.529,33.2,-8.341,6.037,5.253,2.244
10,5,32,3200,others,417.181,193.614,31.653,-6.747,6.073,4.673,2.01
10,6,32,3200,others,349.196,201.665,24.999,-3.82,6.131,16.718,2.687
10,7,32,3200,others,322.666,205.263,25.994,-3.287,6.157,4.539,1.882
10,8,32,3200,others,131.784,214.875,24.037,0.55,0.023,16.882,2.687
10,9,32,3200,others,119.804,219.177,32.806,1.294,0.039,4.637,1.891
10,2,33,3300,agent,452.542,181.381,30.236,-7.372,6.044,4.252,1.696
10,4,33,3300,others,463.909,182.858,33.186,-8.418,6.034,5.253,2.244
10,5,33,3300,others,419.713,193.072,31.643,-6.815,6.071,4.673,2.01
10,6,33,3300,others,351.195,201.358,24.987,-3.857,6.13,16.718,2.687
10,7,33,3300,others,324.744,204.998,25.967,-3.334,6.155,4.539,1.882
10,8,33,3300,others,133.708,214.916,24.045,0.517,0.022,16.882,2.687
10,9,33,3300,others,122.431,219.278,32.827,1.217,0.037,4.637,1.891
10,2,34,3400,agent,454.961,180.787,30.219,-7.436,6.041,4.252,1.696
10,4,34,3400,others,466.565,182.18,33.169,-8.495,6.032,5.253,2.244
10,5,34,3400,others,422.245,192.525,31.632,-6.883,6.069,4.673,2.01
10,6,34,3400,others,353.192,201.049,24.975,-3.895,6.128,16.718,2.687
10,7,34,3400,others,326.821,204.73,25.94,-3.381,6.154,4.539,1.882
10,8,34,3400,others,135.633,214.954,24.053,0.484,0.02,16.882,2.687
10,9,34,3400,others,125.06,219.371,32.847,1.14,0.035,4.637,1.891
10,2,35,3500,agent,457.378,180.189,30.202,-7.501,6.039,4.252,1.696
10,4,35,3500,others,469.22,181.497,33.152,-8.572,6.03,5.253,2.244
10,5,35,3500,others,424.775,191.971,31.621,-6.951,6.067,4.673,2.01
10,6,35,3500,others,355.189,200.737,24.964,-3.932,6.127,16.718,2.687
10,7,35,3500,others,328.896,204.459,25.913,-3.429,6.152,4.539,1.882
10,8,35,3500,others,137.559,214.989,24.059,0.452,0.019,16.882,2.687
10,9,35,3500,others,127.691,219.459,32.865,1.063,0.032,4.637,1.891
10,10,35,3500,others,103.828,213.881,23.677,1.359,0.057,16.711,2.687
10,2,36,3600,agent,459.793,179.585,30.184,-7.565,6.037,4.252,1.696
10,4,36,3600,others,471.874,180.808,33.132,-8.649,6.028,5.253,2.244
10,5,36,3600,others,427.303,191.413,31.611,-7.019,6.065,4.673,2.01
10,6,36,3600,others,357.185,200.423,24.954,-3.97,6.125,16.718,2.687
10,7,36,3600,others,330.969,204.185,25.885,-3.477,6.15,4.539,1.882
10,8,36,3600,others,139.485,215.021,24.064,0.419,0.018,16.882,2.687
10,9,36,3600,others,130.322,219.541,32.881,0.986,0.03,4.637,1.891
10,10,36,3600,others,105.721,213.988,23.702,1.319,0.055,16.711,2.687
10,2,37,3700,agent,462.206,178.977,30.167,-7.629,6.035,4.252,1.696
10,4,37,3700,others,474.525,180.112,33.111,-8.726,6.025,5.253,2.244
10,5,37,3700,others,429.831,190.849,31.601,-7.087,6.063,4.673,2.01
10,6,37,3700,others,359.18,200.107,24.943,-4.008,6.124,16.718,2.687
10,7,37,3700,others,333.04,203.906,25.857,-3.525,6.148,4.539,1.882
10,8,37,3700,others,141.41,215.05,24.069,0.387,0.016,16.882,2.687
10,9,37,3700,others,132.954,219.616,32.896,0.91,0.027,4.637,1.891
10,10,37,3700,others,107.616,214.091,23.727,1.278,0.053,16.711,2.687
10,2,38,3800,agent,464.618,178.363,30.15,-7.693,6.033,4.252,1.696
10,4,38,3800,others,477.175,179.41,33.088,-8.803,6.023,5.253,2.244
10,5,38,3800,others,432.357,190.28,31.592,-7.155,6.06,4.673,2.01
10,6,38,3800,others,361.176,199.788,24.933,-4.046,6.122,16.718,2.687
10,7,38,3800,others,335.109,203.622,25.827,-3.573,6.146,4.539,1.882
10,8,38,3800,others,143.335,215.077,24.074,0.355,0.015,16.882,2.687
10,9,38,3800,others,135.588,219.685,32.91,0.833,0.025,4.637,1.891
10,10,38,3800,others,109.514,214.192,23.754,1.237,0.052,16.711,2.687
10,2,39,3900,agent,467.03,177.743,30.133,-7.756,6.031,4.252,1.696
